author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
小熊纯一郎,161069,4806,58806,88202610,262018,15,音乐,4455,2354019,3996,"翻唱,全民音乐UP主,处处盗,抄袭,处处吻,填词,盗视频",处     处     盗,2072310
Eve_official,74807,4085,84770,85766577,83457,14,音乐,2776,2357635,17293,"原创歌曲,心予報,Eve,情人节,动漫音乐,LOTTE",心予報 - Eve MV,653262
大头大头哥哥,99045,5192,71414,87262159,142085,13,音乐,2138,2363100,7307,"演奏,处处吻,钢琴,全民音乐UP主,LOSER,改编,钢琴演奏",B站就你敢这样弹《处处吻》前方高能，钢琴裁缝又叒叕来了！,1502893
MasterE_,92535,5880,75985,83833742,120545,12,音乐,3508,2374483,5223,"国风音乐,原创歌曲,电音,bilibili新星计划,编曲,中国风,Future bass,听歌,原创曲,音乐,纯音乐",你可能不相信这首歌是做梦梦到的,926127
耳朵听了能怀孕,188893,110099,200095,82724544,213595,11,音乐,10404,2587396,35267,"欧美音乐,回忆杀,经典音乐,Avril Lavigne,Britney Spears,Taylor Swift,华语音乐,音乐选集,音乐,Lady Gaga",当年“血洗”QQ空间的神曲，太羞耻了，满满的都是回忆啊！,5460603
時ノ舞,87391,8458,181477,2361621,114231,10,音乐,4171,2822521,69735,"僕らの手には何もないけど,泪腺崩坏,尽管我们的手中空无一物,仆らの手には何もないけど、,RAM WIRE",【泪腺崩坏】RAM WIRE - 尽管我们的手中空无一物，【中日字幕】,1101444
-LKs-,71325,7736,114029,86092913,104030,9,音乐,2457,3068724,4920,"电音,国风音乐,全能打卡挑战,中国风,音乐,安利,ost,bgm",每 首 歌 只 能 听 10 秒,1242215
脱裤气,303995,10417,355839,80128837,369514,8,音乐,4566,3240567,69362,"翻唱,外语翻唱,日文翻唱,华晨宇,治愈向",治愈系日文版《好想爱这个世界啊》翻唱 「华晨宇」,3587254
MitchieM,121089,13263,105183,78977417,131794,7,音乐,5288,3272614,17536,"VOCALOID,初音未来,2020拜年祭单品,买买买",【Mitchie M】初音未来《买买买》【2020拜年祭单品】,2552405
魔方OwO,359989,28378,225959,81000061,336203,6,音乐,4343,3396619,18682,"电音,原创歌曲,电子音乐,投稿即可100%瓜分百万奖金,FL studio,带感,国人原创,清新,原创曲,华语",耗时63小时！up主投稿以来最用心的一首电音作品，好听到哭！,2318598
肥宅雪橇,140311,64641,104460,83815747,272806,5,音乐,9303,3469518,95961,"翻唱,难听,治愈向,全能打卡挑战",龙    王,3845934
鹿乃ちゃん,142154,9812,127499,84675389,161845,4,音乐,5107,3635206,19229,"翻唱,外语翻唱,日文翻唱,鹿乃,女声,日语翻唱,PV付,MV",日语版《好想爱这个世界啊》翻唱【鹿乃】,1501246
平安夜的噩梦,269209,18634,215223,78977736,240345,3,音乐,7293,6053945,52415,"原创歌曲,横竖撇点折,2020拜年祭单品",横竖撇点折【2020拜年祭单品】,3511441
litterzy,299925,32732,236783,78977256,288817,2,音乐,42038,6832232,43128,"万古生香,2020拜年祭单品",万古生香【2020拜年祭单品】,5118391
某幻君,851311,171763,442626,84887919,807542,1,音乐,23551,12810845,104201,"原创歌曲,阴阳怪气,上海ZOO,花少北,老番茄,某幻君,中国boy,自夸小队,干杯计划,RAP",最强自夸王！！！！！,8438459
顾氏兔子妃,713,2284,5944,77332239,9004,98,国创相关,861,173686,1094,"水千丞,188男团,小说,语录",【盘点】最不能忍的渣男语录，又称188男团专场,212972
关云猖,1914,1615,2109,82760258,16950,97,国创相关,2120,173815,117,"动漫杂谈,趣闻,童年回忆杀,2019新人嘉年华,国产动画,吐槽,童年经典,马拉松王子,辟谣,海贼王,抄袭,路飞",曾被全网指责抄袭《海贼王》，如今真相大白！《马拉松王子》到底是一部怎样的作品？,501998
椰汁赛高,6514,2575,8253,83419049,14715,96,国创相关,731,174349,350,"凹凸世界,金,格瑞,安迷修,雷狮,2019新人嘉年华,剪辑,嘉德罗斯,银爵,卡米尔",【凹凸世界】十句来自凹凸的名言金句,101657
微风の习习,7351,6216,10288,68601567,41344,95,国创相关,6063,176214,5833,"漫画,动漫杂谈,怦然心动,国漫,国产动画,抄袭",国产漫画《怦然心动》抄袭多部知名漫画，现在居然还要动画化！,809251
不正经老丝,3264,1112,2491,88289754,12248,94,国创相关,2792,179418,252,"动漫,姜子牙,国产动画,国漫,国漫崛起",深度解析当今国漫的困境与未来发展,130196
白中君,43725,1426,34184,71764743,57386,93,国创相关,695,179901,4521,"MAD.AMV,罗小黑战记,bilibili新星计划,无限大人,千层套路,国产,AMV,剪辑,自制,动画,新人向",【罗小黑战记】无限大人的千层套路（含剧透）,507327
水墨丹青绘夕颜,2810,876,6124,84464829,5852,92,国创相关,274,180066,342,"全职高手,全能打卡挑战,古风,叶修,小说,黄少天,诗词,蝴蝶兰,古诗",【全职高手--诗词】各大角色ID的由来,52027
红萝卜炒肉_,28764,2795,33270,73439971,51559,91,国创相关,1120,180951,4270,"罗小黑战记,无限大人,bilibili新星计划",无限大人燃到极致帅到起飞的战斗混剪,546700
超燃小志,1124,550,1951,87542252,11138,90,国创相关,644,184155,157,"童年回忆杀,铁甲威虫,骑刃王,蓝弧,bilibili新星计划,剪辑,童年回忆,童年,热血",七年了，钢千翅依旧还没有戒掉棒棒糖，铁甲威虫也没有第二季！！！,161645
梦影33,45600,1872,47148,71045160,83183,89,国创相关,790,187349,3489,"搞笑,bilibili新星计划,千层套路,刺客伍六七,脑洞,洗脑,剪辑,伍六七",【刺客伍六七】伍六七的千层套路,973009
德州扒兔,4193,3565,4892,85475776,10457,88,国创相关,314,187815,287,"凹凸世界,金,格瑞,安迷修,嘉德罗斯,雷狮",【凹凸世界】全员体重排行榜,83353
洛林i,2231,239,1934,87464142,10031,87,国创相关,334,187959,229,"bilibili新星计划,剪辑,预告,国漫,高燃,国漫崛起,刺客伍六七",【高燃/预告片】刺客伍六七大电影饭制预告,157813
推文的小睿呀,1566,834,6905,81296826,7873,86,国创相关,385,189117,920,"二哈和他的白猫师尊,广播剧,小说,搞笑,CV,原耽",【二哈和他的白猫师尊广播剧】震惊！晚夜玉衡、北斗仙尊竟然在线骂人！内有小刀,118353
啊哈娱乐,1873,757,1986,85001585,16758,85,国创相关,293,191476,237,"动漫,拜年,国漫,新年祝福,伍六七",【伍六七 新春祝福】伍六七来给大家线上拜年了~,202913
育碧先生,1733,2745,1801,86713740,12286,84,国创相关,928,195252,250,"动漫杂谈,小马菲莉牛排,钢铁飞龙奥特曼,搞笑,小马宝莉,吐槽,抄袭,侵权,蓝弧,烂片,buttercup",你特么管这叫国漫崛起！？,176228
灰暗的蜗牛,80706,206592,116525,10227864,68118,83,国创相关,11161,196287,13504,"国漫良心,国漫经典,神曲向,国产动画,怀念,TV动画",谁说国漫没神曲？第一弹,3518599
子非鱼非魚,20511,1310,10278,81685929,19251,82,国创相关,1371,196590,1727,"雪中悍刀行,全能打卡挑战,国漫,烽火戏诸侯,剪辑,小说,国产动画,徐凤年,剑来,李淳罡",【雪中悍刀行CG动漫】——《雪中悍刀行》一本希望所有人知道，但又不希望所有人知道的书,358374
up爱吃辣,76,140,230,50409954,1007,81,国创相关,633,200374,36,"镇魂街,国漫",镇魂街:魏国大将军曹仁登场,975764
itsuka_kiri,2143,425,2518,84892748,10422,80,国创相关,346,201378,228,"我的三体,混剪,剪辑,国产动画,燃,新人向,神游八方",我的三体不燃混剪 不要打开！不要打开！！不要打开！！！,159630
王老菊未来科技股东,4571,1673,4986,83676067,10485,79,国创相关,452,204261,385,"罗小黑,哪吒,刺客伍六七,全能打卡挑战,姜子牙,镇魂街,全职高手,国漫,一人之下,灵笼",【2019国漫混剪】国 漫 觉 醒,124246
小弱Y14号,3430,483,8900,81705331,14106,78,国创相关,263,206402,1243,"全能打卡挑战,国产动画,五六七之最强发型师,合集,国漫,刺客五六七",再来亿遍 在线听柒说粤语 真的是最后一遍,239567
烤狗肉好吃,6240,1795,7537,89052066,6961,77,国创相关,381,208120,651,"凹凸世界,安雷",【凹凸世界手书】【安雷】奇怪的剪辑,54051
子彧星塵,11938,1810,25775,78935442,36949,76,国创相关,1240,212425,1173,"国产动画,国漫,国漫良心,全能打卡挑战,MAD,大鱼海棠,古风,原创,白蛇缘起,万国志",这大概就是外国人不懂的中国美了！,819143
某路过的假面骑士粉,304,424,2318,3794170,2448,75,国创相关,265,215511,256,"误解向,综漫",【野良神的热吻】,1377046
装作很酷的,9451,645,8740,83857329,15702,74,国创相关,755,217207,674,"凹凸世界,罗小黑,灵笼,镇魂街,音乐,红小豆,国创,沈剑心,伍六七,少年歌行",劲 鸽 金 曲【催更少女的日常】,149032
一坨小史,66670,1780,58106,73414180,105119,73,国创相关,895,221160,5030,"刺客伍六七,千层套路,自制,伍六七,混剪,剪辑,热血,国漫,梅花十三,阿珍爱上了阿强",【刺客伍六七】梅花十三的千层套路,1321186
许莫灵,462,821,1419,87864868,14760,72,国创相关,1042,221545,71,"动漫杂谈,bilibili新星计划,儿童邪典,海绵宝宝,央视,自制,吐槽,国漫,国产烂番",这部抄袭动漫抄袭海绵宝宝！还曾经上过央视！？【莫灵吐槽】,205052
齐天大肾余潇洒,6352,1663,3406,87303886,17921,71,国创相关,958,225216,242,"手机游戏,国动万象,水墨动画,小蝌蚪找妈妈,山水情,齐天大肾余潇洒,余潇洒,崩坏三,白蛇缘起,毒液",惊艳全球的中国水墨动画，为何断了传承？【国动万象】,176135
小冯说,173,299,614,82815448,1587,70,国创相关,102,226502,165,"国产动画,国漫良心,国漫,柒,天下,Lorde,刺客伍六七,伍六七,梅花十三",【刺客伍六七】【第三季】超燃预告骗,284629
然续续,3810,288,4482,84710257,11903,69,国创相关,175,236311,493,"全能打卡挑战,刺客伍六七,伍六七之最强发型师,MAD,自制,剪辑",如果以大电影的方式打开刺客伍六七2.0,145966
非人哉工作室,13535,1519,19489,82917944,43864,68,国创相关,1205,237308,1409,"舞蹈,小玉,动画,非人哉,国漫",【非人哉】在场的各位，小心胡萝卜攻击,330418
夣丶十越,5610,701,7488,83658773,10251,67,国创相关,319,242641,934,"柒七,刺客伍六七,bilibili新星计划,小奶狗,甜向,小奶狗VS大狼狗",【刺客伍六七】小奶狗VS大狼狗，不甜不狼不要币,83648
紫银风,3911,1024,2053,84301242,11270,66,国创相关,542,250878,604,"全能打卡挑战,原创,国产,姜子牙,国漫良心,国漫,哪吒,魔童降世,热血,紫银风",《姜子牙》全解析！哪吒之后，姜子牙还能怎么演？,223999
雪和风,1211,766,1948,87497323,9624,65,国创相关,967,253979,150,"动漫杂谈,动漫,搞笑,二次元,吐槽,补番推荐",女神变痴女！逼王很无奈！史上最沙雕的龙傲天喜剧你看过了吗？,238766
次元小主,37208,6993,33001,70859103,82435,64,国创相关,1359,261435,3217,"刺客伍六七,国产动画,剪辑,经典,国漫,催泪向",【刺客伍六七】当时有多少人看完之后哭了。,1678187
列文虎瓜,3938,1720,8669,84829621,8947,63,国创相关,408,261828,714,"GMV,白起,周棋洛,许墨,李泽言,bilibili新星计划,MAD,踩点,恋与制作人,凌肖",【恋与F5】甜爆！15秒沦陷！您的芳心纵火团已送达！请注意查收~100多个踩点！【恋与制作人/The Boy Who Murdered Love】,82383
白骨龙傲天,2536,576,1117,83187786,14879,62,国创相关,3012,264209,117,"动漫杂谈,全能打卡挑战,搞笑,吐槽,国漫良心,国漫崛起",（动漫剧透）仙王的日常生活。动漫解说。剧透。,285016
橘葵海aoi,37501,5206,105629,29559747,57042,61,国创相关,1243,265508,30182,"顾昀,杀破狼广播剧,阿杰,阿杰729",【杀破狼广播剧】顾帅花式骂人100句·完整版！,992359
三代鹿人,5864,1139,2896,84718656,12634,60,国创相关,765,272339,1338,"动漫杂谈,万国志,全能打卡挑战,国产动画,国漫良心,国漫崛起,热血,国漫",这部国漫为何被人吹爆？低开高走，评分逆袭丨年度真香,217357
玄机科技,5821,4705,4370,84661842,13640,59,国创相关,1761,280232,2291,"秦时明月,天行九歌,玄机科技,斗罗大陆,天谕,天宝伏妖录,武庚纪,国漫",【玄机科技】最强过年者联盟来啦！,206246
人帅话不多xx,8,23,31,84011372,564,58,国创相关,123,284686,22,"镇魂街,漫改,预告片,国漫崛起,曹焱兵",[镇魂街]第二季第6集预告，夏侯兄弟出场！北落南御干架！,349353
菌子笑笑,7692,468,6832,88407561,12839,57,国创相关,654,284843,673,"罗小黑战记,山新,无限,罗小黑,治愈向,起风了,国产动画,国漫,国漫良心",【罗小黑】师父是这个世界上最好的人!（完整版）,132669
宙斯UP主,777,1853,1661,15296402,5308,56,国创相关,591,289414,341,"镇魂街,刘羽禅五虎上将,关羽张飞赵云",《镇魂街》-刘羽禅的五虎上将,2276464
小林呀_,4809,651,6982,86184993,13872,55,国创相关,232,294456,633,"bilibili新星计划,混剪,热血,高燃,刺客伍六七,伍六七",【刺客伍六七/瞬间爆炸/高燃混剪】戴上耳机！！享受这场视觉盛宴！！,154665
鲜鲜的新橙,65673,3822,62443,71565603,111238,54,国创相关,845,297280,9252,"刺客伍六七,国漫,野狼disco,剪辑,自制,沙雕,热血,踩点",《刺客伍六七》×《野狼disco》：跟着画龙就完事儿了！,1430109
言君剪辑狮,3147,1153,4471,87651904,17788,53,国创相关,431,297694,248,"全能打卡挑战,陈奕迅,女神,武动乾坤,国漫,国漫崛起,老婆,国漫良心,灵笼,少年歌行",愣着干啥，进来白嫖啊！,213141
耀·柯克兰,7025,5852,9395,83984758,12621,52,国创相关,711,299873,1643,"陈情令,忘羡,墨香铜臭,魔道祖师,天官赐福,人渣反派自救系统,花怜,冰秋,穿书自救指南,全能打卡挑战",『墨香春节联欢晚会』·魔道天官渣反众人齐贺新春,95741
爱吃猫_的鱼_,4113,779,7266,86553812,9588,51,国创相关,308,304359,907,"秦时明月,紫女,天行九歌,焰灵姬,斗破苍穹,剪辑,国产动画,逆转次元：AI崛起,国漫良心,雄兵连之诸天降临",【处处吻】 一吻便颠倒众生 进来白嫖啊！,162961
Muc虚空之翼,8755,1768,7332,85547285,14443,50,国创相关,657,305462,674,"凹凸世界,嘉德罗斯,国产动画,祖玛,雷德,七创社",这部国创竟发刀成瘾让粉丝欲罢不能？国创优秀的情感描写是什么样的？up带你分析凹凸中令人动容的灵魂伴侣（凹凸世界细节大解析八）,154318
懒惰成病,58388,2933,30287,80983081,71437,49,国创相关,760,310604,1843,"全能打卡挑战,刺客伍六七,MAD,热血,国漫,国漫崛起,新人向,燃",1分20秒后你的硬币还保的住吗【刺客伍六七/极致踩点/无缝连接】,623144
潇生有礼了,21388,1187,24090,82696444,44079,48,国创相关,740,316804,1299,"刺客伍六七,燃向,热血,国漫,混剪,原创",【完结混剪】恭 迎 首 席 ！,353005
优米的故事,1675,604,1438,87296438,12224,47,国创相关,836,319034,142,"bilibili新星计划,三体,我的三体,动漫,国产动画,国漫,国漫良心",评分9.9的神仙国漫，排行榜第一却是冷门佳作。安利时间到啦【我的三体】,342169
浮尘微刃,11973,736,6957,82906512,18685,46,国创相关,547,319774,1120,"剑网3,网络游戏,侠肝义胆沈剑心,全能打卡挑战,剑网三,国漫,下山",【沈剑心】此去下山，混个大侠模样,296736
果冻作坊,6015,3885,6492,84784570,10494,45,国创相关,577,324311,679,"童年回忆杀,国产动画,哪吒,国产,童年,2020国动晚会,果冻作坊,2020,国漫,刺客伍六七,灵笼",【2020国产动画春节联欢晚会】,200288
执笔书墨白,26851,2643,38927,77540232,45429,44,国创相关,700,327008,3511,"魔道祖师,狐妖小红娘,罗小黑战记,天行九歌,大鱼海棠,中国唱诗班,风灵玉秀,侠肝义胆沈剑心,画江湖之不良人,国漫混剪",【国漫|古风|烟雨行舟】国漫，真的很美,530653
小小小白菜233,976,7664,8593,85913448,10700,43,国创相关,1126,334944,370,"原耽,伪装学渣,破云,AWM绝地求生,bilibili新星计划,推文",【原耽推文】十位“骚攻”快来看看你pick谁,187241
哔哩哔哩漫画,1030,2775,74,42169792,585,42,国创相关,370,349288,871,"搞笑,恋爱,古风",我在皇宫当巨巨 第1话 本小姐誓要进宫,1680447
妖主杀生丸,41117,44443,75064,41048301,97106,41,国创相关,3153,350315,6973,"魔道祖师,狐妖小红娘,国漫,镇魂街,国产动画,剪辑,热血",高能！国漫中的十大经典台词,2865103
碧落九重剑,4434,1137,3175,84113775,16751,40,国创相关,1094,358825,320,"国产动画,镇魂街,热血,曹焱兵,北落师门,曹玄亮,夏玲,石灵明",口  碑  跳  崖？！这部本可扬名立万的国产动画，究竟问题出在了哪？把我的尴尬癌都看出来了,331978
柚丶小豆,5468,691,10333,86940224,16868,39,国创相关,295,371918,630,"MAD.AMV,天行九歌,女神,美女,古风,国产动画,剪辑,AMV,老婆,国漫,白蛇：缘起",慎入！前方极度妩媚！这些女人竟该死的甜美！！！,164417
迷路の阿狸,36162,2280,21929,81843519,63363,38,国创相关,849,372687,2516,"MAD.AMV,狐狸精,刺客伍六七,刺客五六七,国漫巅峰,梅花十三,一月追番挑战,AMV,万恶之源,前方高能,论BGM的重要性",梅 气 爆 炸    快跑 !!!,692885
VK大龙猫し,88076,5698,64368,76559715,95037,37,国创相关,2796,387142,10241,"MAD.AMV,喜羊羊与灰太狼,喜羊羊,全能打卡挑战,MAD,AMV,国产动画,国漫,国漫良心,剪辑,最美的期待",【喜羊羊跨时空救兵】全程高虐！愿这瞬间永恒！你就是我最美的期待！当机械羊有了心，当灰太狼再次见到黑太狼，当慢羊羊遇到了花羊羊，当喜羊羊遇到了爸爸，当......,988856
凌诺雅,9888,4930,4073,86998946,22299,36,国创相关,3998,406423,787,"搞笑,动画,侠岚,画江湖,动漫,国产动画,国漫,若森,不良人,风语咒",被封禁下架的国漫之光！别给国漫丢人了，天天自称“精品”还“股权冻结”？百因必有果，出生正当时，见好却不收【国动凌晷】,368262
小瞎咯,4917,2341,12292,86548378,13877,35,国创相关,873,409974,3946,"水千丞,娘娘腔,188渣男团,毒后妈,一醉经年,宋居寒,邵群,原耽,附加遗产,洛羿",邵群 | 洛羿 | 宋居寒 | 渣攻们的茶话会,167654
斜月寒星,19328,662,11993,84501753,20561,34,国创相关,689,450117,1988,"童年回忆杀,虹猫蓝兔七侠传,武侠,同人,童年回忆,国产动画,虹猫,黑小虎,国漫,逆水寒OL,大宋映画",【虹七同人】片头曲《人生不过一百年》MV,168701
璃沐QAQ,3730,974,3153,85563742,29681,33,国创相关,3100,471907,230,"动漫杂谈,仙王的日常生活,bilibili新星计划,新番,搞笑,吐槽,国漫",一月最找骂国漫！？男主开局实力逆天！校花倒贴！酸死我了【仙王的日常生活】,590494
西柚XiYo_,7849,679,10891,87502377,39103,32,国创相关,614,481804,786,"童年回忆杀,bilibili新星计划,喜羊羊与灰太狼,国漫良心,童年,剪辑,热血,踩点",慎点..这么帅的喜爷你见过吗？,286884
月下夜晚,2552,533,6736,84161101,7873,31,国创相关,509,495005,203,"bilibili新星计划,女神,秦时明月,少司命,国产,国产动画,国产动漫,国漫良心,凉冰,焰灵姬",【国漫“液体袜”】一首江湖道，备好纸巾，岂不美哉！！！,483528
颓废只想午睡,26772,4940,9393,86706919,22763,30,国创相关,3191,497489,1466,"动漫杂谈,国漫,bilibili新星计划,自制,新人,镇魂街,多素材,综漫,镇魂街第二季,国创",【国漫现状】镇魂街惨遭滑铁卢！国漫缺的不仅是钱，国漫的问题究竟在哪儿？,279257
御茶梓,25226,2150,22361,82548584,34328,29,国创相关,446,504383,2988,"刺客伍六七,动漫,国产动画,泪目,剪辑,热血,国漫良心,国创,台词混剪,伍六七,伍六七之最强发型师",【刺客伍六七|台词混剪|泪目】用五分钟带你重温伍六七里那些触及人心的角色台词,371400
hunter弥鹿,10026,3794,3571,86226569,27400,28,国创相关,8425,505596,409,"动漫杂谈,仙王的日常生活,bilibili新星计划,国产动漫,国创,国漫,吐槽,杂谈,抄袭,补番推荐",精良国漫仙王只有7.2分？涉嫌抄袭？抱歉，这次我站动画方，浅谈仙王动画问题（视频不谈论小说问题）,580266
-好奇菌-,1484,1155,2268,85532524,11307,27,国创相关,675,601943,403,"仙王的日常生活,bilibili新星计划,论BGM的重要性,剪辑,BGM,动漫,国产动画,新人向,国漫",王令：不装了，我摊牌了！每当响起这个bgm，我就情不自禁。。。,1058179
零枫Momet,7200,5286,6014,85428424,52398,26,国创相关,2272,606249,246,"童年回忆杀,全能打卡挑战,童年,十万个冷笑话,动画,自制,动漫,国产动画,漫评,热血,国漫",第一部非幼向票房破亿国漫《十万个冷笑话》为什么凉了？火爆全网的十冷！！！,784467
呼哈哈呼呵呵,2937,889,2499,84312777,21823,25,国创相关,970,616145,290,"bilibili新星计划,守护灵,动画,镇魂街,国产动画,国漫,热血",镇魂街 六位龙骑将介绍,1025912
陈雅楠cyn,14702,4932,6882,84438840,45859,24,国创相关,1745,619162,1174,"动漫杂谈,仙王的日常生活,搞笑,动漫,二次元,动画,全程高能,国产动画,吐槽",史上最骚解说，用文言文的方式解读仙王的日常生活【文言文讲国创 # 03】,799579
GD橙,13731,2519,12720,86566670,28547,23,国创相关,1557,657734,7284,"童年回忆杀,喜羊羊与灰太狼,剪辑,童年,国漫良心,热血,鬼灭之刃",用《鬼灭之刃》打开《喜羊羊与灰太狼》瞬间燃爆！喜羊羊与灰太狼超然系列第二弹！,490339
-瓜哥-,18545,619,19741,86985205,30821,22,国创相关,922,661386,1630,"古风,bilibili新星计划,动漫,剪辑,动画,国产,国产动画,归寻,中国唱诗班,白蛇缘起",“我见众生皆无意，唯遇你动了情”,275304
四季就是春夏秋冬,6174,8052,29574,80995223,32365,21,国创相关,1150,672694,1797,"伪装学渣,全球高考,默读,撒野,原耽,投稿即可100%瓜分百万奖金",【原耽】让我们一起重温那些名场面,398801
清玉大白菜,46602,4545,15730,87582200,33148,20,国创相关,2109,673113,4009,"动漫杂谈,王也,bilibili新星计划,杂谈,冯宝宝,国漫,张楚岚,一人之下,宝儿姐,陈朵",一人之下的封神之章 · 陈朵篇想表达的是什么？,286808
奇思Cheers,8094,4411,10537,82807944,30460,19,国创相关,1105,691878,1136,"拜年祭,刺客伍六七,万国志,国产动画,灵笼,伍六七之最强发型师,2020拜年祭情报,国漫良心,请吃红小豆吧,2020拜年祭",2019年最劲爆的国产动画，它真的好看吗？【拜年祭情报】,706350
纳谁是谁,26865,1379,17724,83346215,51469,18,国创相关,694,694881,4377,"爱情公寓,刺客伍六七,2019新人嘉年华,剪辑,论BGM的重要性,国漫,阿珍爱上了阿强,自制,搞笑,国产动画",刺客伍六七遇上爱情公寓竟然毫无违和感,586523
你妹西天取金,505408,140349,450265,45973690,645130,17,国创相关,16784,707384,89740,"Take me hand,灰太狼,喜羊羊与灰太狼,国产动画,喜羊羊五千多集了,我爱平底锅,红太狼,国漫",灰太狼：我颠覆了整个世界，只为换你一次回眸,7340169
坤音口罩批发有限公司,11109,6928,24240,86527597,25129,16,国创相关,1777,764548,11234,"188男团,宋居寒,水千丞,邵群,渣男,搞笑,鬼畜,剪辑",【188男团】渣男之间的嘴炮battle//团长邵群vs副团长宋居寒,306828
千里梦游,20377,1178,23425,83325170,39874,15,国创相关,330,781411,1724,"MAD.AMV,刺客伍六七,bilibili新星计划,MAD,AMV,国产动画,热血,燃向,国漫良心,阿柒",【刺客伍六七】不看后悔，这个伍六七才tm叫燃！,341547
小x文,250585,6818,240543,67522089,311982,14,国创相关,5395,855530,28746,"中国风,国产动漫,古风,动漫,中国唱诗班,国风,国漫,白蛇缘起,唯美,动画",这可能就是外国人做不出来的文化吧 别眨眼 带你一秒沉沦这山水墨染的中国风,3720347
无双贤者,43650,1600,22648,84954191,60962,13,国创相关,695,947069,1757,"那年那兔那些事儿,千层套路,万能日语",兔子的千层套路,488456
灰太狼办公室,93294,3059,71206,82713853,152404,12,国创相关,3082,988654,22914,"舞蹈,喜羊羊与灰太狼,抖肩舞,二次元,每日一抖",【狼羊抖肩舞完整版】 ”这一次，我可以抖更久！”每日亿遍抖起来！wow~,1449989
游游头上是戏戏,29886,8636,63235,81804927,166252,11,国创相关,2179,998901,3001,"再见2019,动漫,剪辑,国产动画,国漫良心,国漫,老婆",回顾2019你新娶的几位老婆,3333123
-TS映画-,48107,3744,17634,87643741,75645,10,国创相关,1825,1081444,2395,"大鱼海棠,姜子牙,封神系列,动画,国漫良心,哪吒",姜子牙：天尊，我不做工具人啦！,1129598
自带BGM的路人甲,27778,4758,34162,83328134,72653,9,国创相关,1938,1095022,2298,"刺客伍六七,罗小黑战记,bilibili新星计划,全职高手,雾山五行,岁城璃心,镇魂街,国漫,热血,非人学园",国漫认真起来能有多NB？！,983944
荟小荟,69553,14524,23510,87821037,83554,8,国创相关,14348,1169318,3971,"齐木楠雄的灾难,仙王的日常生活,国动荟萃",硬核法律解读！《仙王》抄袭《齐木楠雄》了吗？【小荟说法】,997340
无耳老宅,59900,17940,19699,87355599,186052,7,国创相关,4404,1180156,18954,"童年回忆杀,互动视频,灰太狼,全能打卡挑战,喜羊羊与灰太狼,喜羊羊,搞笑,童年,经典,毁童年,国产动画",十道题让你怀疑你从没看过《喜羊羊与灰太狼》！,1228108
醉我天涯,16897,5432,40239,86521719,47577,6,国创相关,1189,1219022,13067,"默读,二哈和他的白猫师尊,广播剧,破云,awm,原耽,迪奥先生,bilibili新星计划,搞笑,国产",骆闻舟怼各位原耽男主：二哈和他的白猫师尊墨燃，破云严峫，迪奥先生张臣扉，awm祁醉，缉凶西北荒房灵枢,458862
滑稽中二梦,84058,3398,31885,84616675,81052,5,国创相关,1564,1374360,4625,"动漫杂谈,刺客伍六七,伍六七,伍六七之最强发型师,全能打卡挑战,国产动画,国产动漫,国漫良心,国漫,国漫崛起",《伍六七》还是被低估了，我来告诉你第二季有多厉害【滑稽漫谈第15期】,833492
吃米粉咯,26845,2928,42623,84295752,102540,4,国创相关,816,1381566,2050,"刺客伍六七,bilibili新星计划,国产,热血,每天一遍",观看一分钟。。。。没人能活到一分钟,699792
咕唧咕唧小河豚,139839,4023,50885,83593642,119553,3,国创相关,2792,1556754,3840,"动漫杂谈,刺客伍六七,国漫,伍六七之最强发型师,2020新星计划-寒假赛,新人向,热血,国漫良心,国创,伍六七,梅花十三",【刨根解析】同是第二季 伍六七凭什么屹立不倒,836143
野哨鼠,46876,4104,41623,88256746,93199,2,国创相关,3144,1595356,17346,"童年回忆杀,bilibili新星计划,喜羊羊与灰太狼,论BGM的重要性,火影忍者,童年,OP替换,OP,新人向",火  影  忍  羊,1392527
锦书致南辞,78617,3475,119489,82570805,146040,1,国创相关,1240,1785077,11649,"中国风,魔道祖师,古风,古装,中国唱诗班,全能打卡挑战,国产动画,国产动漫,国漫,动画,唯美,治愈向",“喜见你眉秀似山，眼拥星霜”,1548521
特笑师,46876,2196,34093,84344052,61177,98,动画,583,1185350,5155,"手机游戏,明日方舟,明日方舟·瑞雪丰年,能天使,逮虾户,手游",【明日方舟/逮虾户】能天使飙车！,418914
仙岛鹤川,6004,36769,41338,87667527,34906,97,动画,4270,1187164,7665,"童年回忆杀,芭比公主,童年,芭比",芭比之公主学院完整版,438731
汐渚之岸,29253,11302,21757,78976520,36925,96,动画,1887,1187494,1400,十指芳缘,十指芳缘【2020拜年祭单品】,1770098
小面兽,53021,2251,34757,84234607,59609,95,动画,1103,1217388,2769,"我的世界,untitled goose game,不可思议乐队,动画,音乐,自制,鹅",【Minecraft音游动画】鹅 童 鞋 垫,432762
青酱呐,28391,1178,34104,88390564,63117,94,动画,922,1218730,2221,"MAD.AMV,动漫恶搞,搞笑,MAD,动画,AMV,剪辑,鬼畜,恶搞,动漫,综漫,新人向",这 车 有 毒！,725747
六六五三画生,21695,5908,28805,85643981,107081,93,动画,934,1222330,8058,"动漫恶搞,搞笑,天使降临到我身边,开车片段,多素材,恶搞,慎勇,骚广告,沙雕,碧蓝之海",成 年 人 该 看 的 广 告,1147969
